T2M,RH2M,WS10M,PRECTOTCORR,WSC,DATE
26.14,92.14,2.47,1.18,1.61,2022-06-23 08:00:00
26.92,86.38,2.64,1.53,1.62,2022-06-23 09:00:00
27.69,81.71,2.7,1.91,1.62,2022-06-23 10:00:00
28.29,78.45,2.67,2.3,1.6,2022-06-23 11:00:00
28.69,76.48,2.58,2.46,1.55,2022-06-23 12:00:00
28.85,75.75,2.49,2.87,1.51,2022-06-23 13:00:00
28.81,76.11,2.36,3.43,1.46,2022-06-23 14:00:00
28.64,77.87,2.19,4.32,1.4,2022-06-23 15:00:00
28.42,80.54,2.03,5.02,1.43,2022-06-23 16:00:00
27.66,83.63,2.01,5.73,1.45,2022-06-23 17:00:00
26.52,90.79,1.67,6.23,1.48,2022-06-23 18:00:00
25.92,93.23,1.85,6.54,1.75,2022-06-23 19:00:00
25.61,94.3,2.08,6.24,1.96,2022-06-23 20:00:00
25.32,95.41,2.24,6.13,2.05,2022-06-23 21:00:00
25.06,96.28,2.28,6.48,2.06,2022-06-23 22:00:00
24.81,96.9,2.28,6.16,2.04,2022-06-23 23:00:00
24.56,97.27,2.23,5.91,2.0,2022-06-24 00:00:00
24.36,97.28,2.14,5.6,1.94,2022-06-24 01:00:00
24.16,97.41,1.99,6.51,1.84,2022-06-24 02:00:00
24.01,97.33,1.89,7.39,1.76,2022-06-24 03:00:00
23.9,97.39,1.86,7.78,1.75,2022-06-24 04:00:00
23.81,97.46,1.89,7.15,1.77,2022-06-24 05:00:00
24.11,97.02,2.1,5.88,1.79,2022-06-24 06:00:00
24.93,95.36,2.54,9.08,1.59,2022-06-24 07:00:00
25.92,91.92,2.84,8.36,1.77,2022-06-24 08:00:00
27.02,86.03,3.3,7.06,2.03,2022-06-24 09:00:00
28.01,80.73,3.57,5.06,2.18,2022-06-24 10:00:00
28.73,77.02,3.74,3.23,2.3,2022-06-24 11:00:00
29.11,74.95,3.76,2.21,2.34,2022-06-24 12:00:00
29.21,74.27,3.64,2.21,2.27,2022-06-24 13:00:00
29.03,75.11,3.39,2.57,2.14,2022-06-24 14:00:00
28.66,77.41,3.04,3.45,1.96,2022-06-24 15:00:00
28.15,81.12,2.47,4.25,1.73,2022-06-24 16:00:00
27.52,84.85,2.16,3.67,1.58,2022-06-24 17:00:00
26.39,91.21,1.68,2.72,1.44,2022-06-24 18:00:00
25.77,93.43,1.7,1.89,1.53,2022-06-24 19:00:00
25.47,94.45,1.81,1.42,1.66,2022-06-24 20:00:00
25.2,95.44,1.91,1.12,1.78,2022-06-24 21:00:00
24.98,96.17,1.93,0.93,1.8,2022-06-24 22:00:00
24.79,96.74,1.9,1.07,1.76,2022-06-24 23:00:00
24.62,97.16,1.82,1.02,1.68,2022-06-25 00:00:00
24.45,97.48,1.78,1.12,1.59,2022-06-25 01:00:00
24.25,97.79,1.79,1.35,1.58,2022-06-25 02:00:00
24.13,97.87,1.85,1.39,1.64,2022-06-25 03:00:00
24.02,97.96,1.86,1.48,1.66,2022-06-25 04:00:00
23.93,97.9,1.86,1.74,1.62,2022-06-25 05:00:00
24.41,97.09,1.89,2.09,1.58,2022-06-25 06:00:00
25.65,94.38,2.31,8.62,1.48,2022-06-25 07:00:00
26.87,88.04,2.57,8.83,1.63,2022-06-25 08:00:00
27.95,80.46,2.57,7.24,1.58,2022-06-25 09:00:00
28.9,75.77,2.56,8.76,1.56,2022-06-25 10:00:00
29.57,72.82,2.51,8.17,1.53,2022-06-25 11:00:00
29.85,71.91,2.52,10.54,1.55,2022-06-25 12:00:00
29.93,72.08,2.75,13.53,1.71,2022-06-25 13:00:00
29.89,72.89,3.02,18.6,1.89,2022-06-25 14:00:00
25.25,96.89,1.96,17.02,1.84,2022-06-25 22:00:00
25.12,96.89,1.9,14.94,1.79,2022-06-25 23:00:00
25.03,96.84,1.91,10.55,1.81,2022-06-26 00:00:00
24.95,96.93,2.0,7.47,1.9,2022-06-26 01:00:00
24.86,97.0,2.11,5.23,2.0,2022-06-26 02:00:00
24.71,97.25,2.15,5.9,2.03,2022-06-26 03:00:00
24.58,97.42,2.12,6.62,1.99,2022-06-26 04:00:00
24.45,97.6,2.11,5.72,1.96,2022-06-26 05:00:00
24.75,97.12,2.13,8.33,1.91,2022-06-26 06:00:00
25.67,95.4,2.43,10.54,1.61,2022-06-26 07:00:00
26.67,91.31,2.8,10.82,1.86,2022-06-26 08:00:00
27.63,84.4,3.01,10.13,1.9,2022-06-26 09:00:00
28.51,79.69,3.19,9.56,1.99,2022-06-26 10:00:00
29.15,76.57,3.2,7.36,1.99,2022-06-26 11:00:00
29.58,74.43,3.0,7.06,1.87,2022-06-26 12:00:00
29.72,73.72,2.73,8.36,1.71,2022-06-26 13:00:00
29.65,74.4,2.33,10.64,1.49,2022-06-26 14:00:00
29.53,76.68,1.89,13.34,1.27,2022-06-26 15:00:00
29.3,78.55,1.84,16.69,1.29,2022-06-26 16:00:00
28.27,82.11,1.91,15.89,1.4,2022-06-26 17:00:00
27.04,89.73,1.66,16.85,1.46,2022-06-26 18:00:00
26.45,92.15,1.82,17.31,1.68,2022-06-26 19:00:00
26.15,93.59,2.0,13.34,1.87,2022-06-26 20:00:00
25.92,94.63,2.2,11.32,2.06,2022-06-26 21:00:00
25.7,95.39,2.31,9.56,2.14,2022-06-26 22:00:00
25.44,96.15,2.26,7.69,2.08,2022-06-26 23:00:00
25.2,96.74,2.06,8.27,1.91,2022-06-27 00:00:00
24.99,97.11,1.83,6.82,1.67,2022-06-27 01:00:00
24.86,96.95,1.71,6.93,1.41,2022-06-27 02:00:00
24.86,96.15,1.52,6.89,1.14,2022-06-27 03:00:00
24.77,96.03,1.55,5.07,1.09,2022-06-27 04:00:00
24.59,96.74,1.69,4.55,1.28,2022-06-27 05:00:00
24.8,97.03,1.71,4.77,1.44,2022-06-27 06:00:00
25.88,95.2,1.98,6.84,1.35,2022-06-27 07:00:00
26.84,91.38,2.13,6.83,1.38,2022-06-27 08:00:00
27.85,81.54,2.45,3.2,1.55,2022-06-27 09:00:00
28.76,75.73,2.5,2.7,1.51,2022-06-27 10:00:00
29.61,72.02,2.42,2.57,1.45,2022-06-27 11:00:00
30.1,70.01,2.23,2.46,1.36,2022-06-27 12:00:00
30.26,69.53,2.04,2.64,1.26,2022-06-27 13:00:00
30.23,70.26,1.82,3.73,1.15,2022-06-27 14:00:00
30.2,72.72,1.58,5.01,1.08,2022-06-27 15:00:00
29.91,75.0,1.6,5.88,1.15,2022-06-27 16:00:00
29.07,77.76,1.55,5.05,1.09,2022-06-27 17:00:00
27.93,85.75,1.27,6.16,1.04,2022-06-27 18:00:00
27.27,88.93,1.32,7.19,1.14,2022-06-27 19:00:00
26.89,90.59,1.38,7.94,1.21,2022-06-27 20:00:00
26.61,91.95,1.44,11.98,1.29,2022-06-27 21:00:00
26.36,93.4,1.48,14.37,1.34,2022-06-27 22:00:00
26.07,94.77,1.56,15.34,1.43,2022-06-27 23:00:00
25.76,95.72,1.62,12.05,1.5,2022-06-28 00:00:00
25.44,96.48,1.68,10.08,1.54,2022-06-28 01:00:00
25.17,96.72,1.71,6.29,1.55,2022-06-28 02:00:00
24.93,96.93,1.74,5.12,1.58,2022-06-28 03:00:00
24.73,96.97,1.8,3.05,1.64,2022-06-28 04:00:00
24.52,97.06,1.83,1.83,1.66,2022-06-28 05:00:00
24.81,96.5,1.62,1.76,1.37,2022-06-28 06:00:00
25.89,93.72,1.78,4.39,1.11,2022-06-28 07:00:00
28.42,79.51,2.04,3.59,1.4,2022-06-28 08:00:00
30.3,66.23,2.09,3.61,1.4,2022-06-28 09:00:00
30.36,63.64,2.07,3.88,1.29,2022-06-28 10:00:00
30.65,63.42,2.03,5.71,1.24,2022-06-28 11:00:00
31.12,63.02,2.06,7.23,1.25,2022-06-28 12:00:00
31.4,63.91,2.12,11.24,1.29,2022-06-28 13:00:00
31.28,66.12,2.25,18.1,1.38,2022-06-28 14:00:00
28.13,87.07,1.58,17.32,1.34,2022-06-28 18:00:00
27.51,90.14,1.52,16.01,1.33,2022-06-28 19:00:00
27.06,91.96,1.6,16.77,1.45,2022-06-28 20:00:00
26.65,93.44,1.73,14.52,1.59,2022-06-28 21:00:00
26.32,94.6,1.84,14.65,1.71,2022-06-28 22:00:00
26.05,95.54,2.0,13.46,1.88,2022-06-28 23:00:00
25.81,96.26,2.15,14.52,1.99,2022-06-29 00:00:00
25.58,96.89,2.23,16.69,2.05,2022-06-29 01:00:00
25.39,97.24,2.28,17.51,2.09,2022-06-29 02:00:00
25.19,97.37,2.33,18.05,2.16,2022-06-29 04:00:00
25.08,97.46,2.3,17.22,2.15,2022-06-29 05:00:00
25.31,97.08,2.17,14.22,1.99,2022-06-29 06:00:00
26.19,95.23,2.38,1.64,1.64,2022-06-29 07:00:00
26.96,92.32,2.64,1.75,1.72,2022-06-29 08:00:00
27.85,86.44,2.88,1.97,1.8,2022-06-29 09:00:00
28.63,82.03,3.12,1.5,1.94,2022-06-29 10:00:00
29.15,79.55,3.23,1.54,2.01,2022-06-29 11:00:00
29.54,78.18,3.36,1.58,2.11,2022-06-29 12:00:00
29.69,78.17,3.54,1.55,2.25,2022-06-29 13:00:00
29.49,80.08,3.52,1.67,2.26,2022-06-29 14:00:00
29.07,83.25,3.29,2.14,2.18,2022-06-29 15:00:00
28.55,86.76,2.93,2.48,2.01,2022-06-29 16:00:00
27.94,90.56,2.5,2.11,1.86,2022-06-29 17:00:00
27.11,94.7,2.0,1.84,1.86,2022-06-29 18:00:00
26.62,95.88,1.98,1.68,1.9,2022-06-29 19:00:00
26.36,96.2,2.07,1.48,1.97,2022-06-29 20:00:00
26.13,96.41,2.13,1.6,2.02,2022-06-29 21:00:00
25.93,96.54,2.17,2.11,2.05,2022-06-29 22:00:00
25.74,96.72,2.23,2.6,2.09,2022-06-29 23:00:00
25.59,96.75,2.37,2.74,2.18,2022-06-30 00:00:00
25.44,96.81,2.44,2.89,2.22,2022-06-30 01:00:00
25.31,96.82,2.48,2.88,2.25,2022-06-30 02:00:00
25.21,96.83,2.46,3.08,2.25,2022-06-30 03:00:00
25.13,96.86,2.48,3.05,2.27,2022-06-30 04:00:00
25.09,96.97,2.54,3.38,2.31,2022-06-30 05:00:00
25.27,96.6,2.75,3.47,2.31,2022-06-30 06:00:00
25.88,95.15,3.21,3.56,2.13,2022-06-30 07:00:00
26.6,92.9,3.48,4.21,2.24,2022-06-30 08:00:00
27.26,88.76,3.94,4.93,2.56,2022-06-30 09:00:00
27.69,85.71,4.25,5.53,2.74,2022-06-30 10:00:00
27.93,84.13,4.49,6.95,2.91,2022-06-30 11:00:00
28.04,83.3,4.56,9.14,2.93,2022-06-30 12:00:00
28.05,83.21,4.46,10.96,2.86,2022-06-30 13:00:00
27.91,83.96,4.28,12.52,2.76,2022-06-30 14:00:00
27.67,85.41,3.94,14.84,2.55,2022-06-30 15:00:00
27.28,88.03,3.46,15.91,2.3,2022-06-30 16:00:00
26.76,91.24,2.88,16.03,2.11,2022-06-30 17:00:00
26.0,94.82,2.34,15.06,2.12,2022-06-30 18:00:00
25.6,95.86,2.3,10.97,2.16,2022-06-30 19:00:00
25.38,96.36,2.12,7.45,2.02,2022-06-30 20:00:00
25.24,96.44,2.06,4.66,1.98,2022-06-30 21:00:00
25.13,96.45,2.11,3.22,2.03,2022-06-30 22:00:00
25.03,96.64,2.25,2.82,2.14,2022-06-30 23:00:00
24.92,96.99,2.46,4.02,2.27,2022-07-01 00:00:00
24.8,97.25,2.45,6.85,2.24,2022-07-01 01:00:00
24.65,97.52,2.3,8.34,2.14,2022-07-01 02:00:00
24.52,97.66,2.14,6.92,2.01,2022-07-01 03:00:00
24.46,97.62,2.08,3.81,1.94,2022-07-01 04:00:00
24.4,97.74,2.18,2.71,2.01,2022-07-01 05:00:00
24.66,97.43,2.22,2.13,2.01,2022-07-01 06:00:00
25.52,95.75,2.7,5.92,1.82,2022-07-01 07:00:00
26.26,93.66,3.11,7.18,2.01,2022-07-01 08:00:00
27.06,89.76,3.51,8.93,2.22,2022-07-01 09:00:00
27.82,86.01,3.88,9.72,2.48,2022-07-01 10:00:00
28.58,82.62,4.14,9.36,2.63,2022-07-01 11:00:00
29.04,80.17,4.22,8.11,2.68,2022-07-01 12:00:00
29.12,79.32,4.01,7.03,2.58,2022-07-01 13:00:00
29.17,79.28,3.86,6.07,2.45,2022-07-01 14:00:00
28.85,81.12,3.55,5.76,2.29,2022-07-01 15:00:00
28.41,83.82,3.33,4.59,2.2,2022-07-01 16:00:00
27.69,87.97,2.89,2.84,2.07,2022-07-01 17:00:00
26.63,93.62,2.21,2.81,1.97,2022-07-01 18:00:00
26.05,95.6,2.16,4.37,2.01,2022-07-01 19:00:00
25.78,96.37,2.2,12.1,2.03,2022-07-01 20:00:00
25.11,97.13,2.9,13.73,2.47,2022-07-02 01:00:00
25.01,97.24,2.86,7.98,2.46,2022-07-02 02:00:00
24.89,97.35,2.66,6.66,2.35,2022-07-02 03:00:00
24.77,97.38,2.41,4.3,2.2,2022-07-02 04:00:00
24.72,97.25,2.42,2.63,2.19,2022-07-02 05:00:00
24.85,96.81,2.99,1.58,2.38,2022-07-02 06:00:00
25.22,96.03,3.57,0.7,2.45,2022-07-02 07:00:00
25.88,94.27,4.01,0.86,2.57,2022-07-02 08:00:00
26.97,88.64,4.58,1.02,2.97,2022-07-02 09:00:00
27.91,83.72,4.47,0.95,2.84,2022-07-02 10:00:00
28.36,80.99,4.01,1.27,2.54,2022-07-02 11:00:00
28.46,80.0,3.28,1.95,2.07,2022-07-02 12:00:00
28.49,79.92,2.68,3.63,1.69,2022-07-02 13:00:00
28.24,81.53,2.42,6.06,1.57,2022-07-02 14:00:00
27.74,85.14,2.35,10.45,1.63,2022-07-02 15:00:00
27.21,88.96,2.59,19.71,1.8,2022-07-02 16:00:00
25.69,96.37,2.45,9.9,2.18,2022-07-02 19:00:00
25.46,96.75,2.21,6.07,2.06,2022-07-02 20:00:00
25.3,96.97,2.1,3.4,1.98,2022-07-02 21:00:00
25.18,97.11,2.02,2.46,1.92,2022-07-02 22:00:00
25.11,97.2,2.08,2.59,1.97,2022-07-02 23:00:00
25.04,97.34,2.16,2.95,2.03,2022-07-03 00:00:00
24.96,97.49,2.21,4.31,2.07,2022-07-03 01:00:00
24.92,97.41,2.31,5.82,2.16,2022-07-03 02:00:00
24.86,97.48,2.41,4.5,2.23,2022-07-03 03:00:00
24.81,97.42,2.46,3.6,2.28,2022-07-03 04:00:00
24.71,97.59,2.4,3.67,2.22,2022-07-03 05:00:00
24.9,97.24,2.29,3.8,2.09,2022-07-03 06:00:00
25.71,95.83,2.64,7.45,1.86,2022-07-03 07:00:00
26.55,93.05,3.11,7.84,2.1,2022-07-03 08:00:00
27.37,87.5,3.11,8.84,1.99,2022-07-03 09:00:00
28.11,82.32,3.15,10.69,2.0,2022-07-03 10:00:00
28.51,79.03,3.26,13.36,2.08,2022-07-03 11:00:00
28.74,77.39,3.37,17.69,2.13,2022-07-03 12:00:00
26.28,92.31,1.83,14.89,1.53,2022-07-03 18:00:00
25.84,93.64,1.68,8.58,1.38,2022-07-03 19:00:00
25.64,94.0,1.63,5.83,1.32,2022-07-03 20:00:00
25.47,94.27,1.59,4.3,1.26,2022-07-03 21:00:00
25.32,94.43,1.57,4.55,1.2,2022-07-03 22:00:00
25.16,94.72,1.61,5.77,1.22,2022-07-03 23:00:00
24.98,95.41,1.65,6.89,1.31,2022-07-04 00:00:00
24.86,95.88,1.77,7.74,1.44,2022-07-04 01:00:00
24.75,96.35,1.88,8.63,1.58,2022-07-04 02:00:00
24.73,96.46,1.92,11.4,1.67,2022-07-04 03:00:00
24.7,96.69,1.96,15.19,1.8,2022-07-04 04:00:00
24.75,96.74,2.19,16.65,2.05,2022-07-04 05:00:00
24.93,96.61,2.43,17.39,2.21,2022-07-04 06:00:00
24.61,96.38,3.33,19.2,2.61,2022-07-04 20:00:00
24.45,96.9,3.13,13.55,2.48,2022-07-04 21:00:00
24.36,97.06,3.25,8.12,2.58,2022-07-04 22:00:00
24.28,97.19,3.37,4.88,2.64,2022-07-04 23:00:00
24.2,97.29,3.41,2.47,2.68,2022-07-05 00:00:00
24.16,97.26,3.46,2.0,2.72,2022-07-05 01:00:00
24.1,97.37,3.36,2.48,2.7,2022-07-05 02:00:00
24.05,97.34,3.16,4.04,2.62,2022-07-05 03:00:00
23.93,97.69,2.9,8.3,2.51,2022-07-05 04:00:00
25.15,95.55,3.11,16.89,1.94,2022-07-05 07:00:00
26.4,91.96,3.37,13.52,2.15,2022-07-05 08:00:00
27.71,85.89,4.15,13.7,2.68,2022-07-05 09:00:00
28.53,81.62,4.59,11.44,2.94,2022-07-05 10:00:00
27.93,84.39,4.26,15.23,2.76,2022-07-05 16:00:00
27.34,88.22,3.61,10.26,2.48,2022-07-05 17:00:00
26.24,93.52,2.79,6.35,2.37,2022-07-05 18:00:00
25.5,96.29,2.36,4.02,2.18,2022-07-05 19:00:00
25.17,97.11,2.07,2.35,1.91,2022-07-05 20:00:00
24.92,97.4,2.04,1.88,1.78,2022-07-05 21:00:00
24.8,97.47,2.13,1.15,1.87,2022-07-05 22:00:00
24.69,97.84,2.19,1.01,1.97,2022-07-05 23:00:00
24.58,97.98,2.14,1.28,1.97,2022-07-06 00:00:00
24.42,98.02,2.08,1.58,1.88,2022-07-06 01:00:00
24.27,97.96,2.12,2.17,1.84,2022-07-06 02:00:00
24.23,97.84,2.11,2.95,1.8,2022-07-06 03:00:00
24.19,97.62,2.02,3.05,1.68,2022-07-06 04:00:00
24.17,97.3,1.97,3.26,1.59,2022-07-06 05:00:00
24.55,97.1,2.02,3.46,1.8,2022-07-06 06:00:00
25.76,95.29,2.67,3.83,1.85,2022-07-06 07:00:00
26.65,91.84,2.95,4.48,1.93,2022-07-06 08:00:00
27.67,84.83,3.28,4.82,2.09,2022-07-06 09:00:00
28.47,79.62,3.7,5.01,2.33,2022-07-06 10:00:00
29.08,76.04,3.95,6.24,2.47,2022-07-06 11:00:00
29.44,74.7,4.04,7.24,2.53,2022-07-06 12:00:00
29.61,74.38,3.97,9.64,2.49,2022-07-06 13:00:00
29.53,74.79,3.77,10.88,2.38,2022-07-06 14:00:00
29.23,76.64,3.5,13.09,2.23,2022-07-06 15:00:00
28.63,80.63,3.15,14.59,2.15,2022-07-06 16:00:00
27.78,85.75,2.83,16.3,2.07,2022-07-06 17:00:00
26.67,92.57,2.18,13.84,1.94,2022-07-06 18:00:00
26.1,94.88,2.15,11.72,2.01,2022-07-06 19:00:00
25.82,95.83,2.15,10.73,2.0,2022-07-06 20:00:00
25.6,96.29,2.05,8.12,1.92,2022-07-06 21:00:00
25.4,96.65,1.98,6.88,1.85,2022-07-06 22:00:00
25.23,96.93,1.98,6.91,1.84,2022-07-06 23:00:00
25.08,97.15,2.02,5.22,1.86,2022-07-07 00:00:00
24.94,97.35,2.06,3.58,1.88,2022-07-07 01:00:00
24.83,97.34,2.12,3.21,1.93,2022-07-07 02:00:00
24.74,97.33,2.18,2.28,1.99,2022-07-07 03:00:00
24.64,97.42,2.14,2.08,1.97,2022-07-07 04:00:00
24.6,97.33,2.07,2.0,1.91,2022-07-07 05:00:00
24.88,96.97,2.07,2.26,1.87,2022-07-07 06:00:00
25.77,95.28,2.5,1.14,1.72,2022-07-07 07:00:00
26.63,91.63,2.98,1.34,1.97,2022-07-07 08:00:00
27.59,85.0,3.09,1.15,1.94,2022-07-07 09:00:00
28.35,80.35,3.43,0.85,2.16,2022-07-07 10:00:00
28.86,77.09,3.75,0.71,2.36,2022-07-07 11:00:00
29.14,75.37,3.94,0.7,2.51,2022-07-07 12:00:00
29.25,74.95,3.93,0.71,2.53,2022-07-07 13:00:00
29.16,75.85,3.74,0.86,2.44,2022-07-07 14:00:00
28.97,77.57,3.41,1.17,2.3,2022-07-07 15:00:00
28.58,80.54,3.0,1.5,2.15,2022-07-07 16:00:00
27.93,85.15,2.52,1.43,1.93,2022-07-07 17:00:00
26.89,91.5,1.98,1.01,1.77,2022-07-07 18:00:00
26.28,93.35,1.98,0.66,1.76,2022-07-07 19:00:00
25.97,94.12,1.94,0.51,1.68,2022-07-07 20:00:00
25.74,94.56,1.95,0.35,1.61,2022-07-07 21:00:00
25.52,95.01,1.95,0.69,1.61,2022-07-07 22:00:00
25.3,95.61,1.93,0.71,1.58,2022-07-07 23:00:00
25.19,95.79,1.88,0.66,1.53,2022-07-08 00:00:00
25.1,95.91,1.89,0.84,1.53,2022-07-08 01:00:00
25.02,96.07,1.9,1.07,1.53,2022-07-08 02:00:00
24.98,96.04,1.88,1.13,1.5,2022-07-08 03:00:00
24.95,96.17,1.89,1.45,1.53,2022-07-08 04:00:00
24.9,96.54,1.95,1.5,1.62,2022-07-08 05:00:00
25.11,96.65,1.91,2.04,1.72,2022-07-08 06:00:00
25.98,94.41,2.21,7.72,1.53,2022-07-08 07:00:00
26.75,92.09,2.23,10.34,1.37,2022-07-08 08:00:00
27.83,87.56,2.68,12.95,1.73,2022-07-08 09:00:00
28.59,82.33,3.26,10.92,2.09,2022-07-08 10:00:00
28.96,78.43,3.69,10.58,2.36,2022-07-08 11:00:00
29.22,76.59,3.93,12.25,2.51,2022-07-08 12:00:00
29.24,76.51,4.05,12.99,2.59,2022-07-08 13:00:00
28.97,77.94,4.07,13.67,2.62,2022-07-08 14:00:00
28.5,80.67,3.85,12.83,2.52,2022-07-08 15:00:00
27.86,84.85,3.5,11.52,2.34,2022-07-08 16:00:00
27.03,90.01,3.08,11.5,2.22,2022-07-08 17:00:00
26.15,94.32,2.59,11.2,2.23,2022-07-08 18:00:00
25.65,95.83,2.5,11.84,2.27,2022-07-08 19:00:00
25.35,96.49,2.37,14.12,2.18,2022-07-08 20:00:00
25.14,96.76,2.4,18.84,2.21,2022-07-08 21:00:00
24.79,97.23,2.32,17.32,2.14,2022-07-08 23:00:00
24.67,97.4,2.38,10.93,2.19,2022-07-09 00:00:00
24.58,97.44,2.48,11.25,2.26,2022-07-09 01:00:00
24.5,97.48,2.6,15.03,2.36,2022-07-09 02:00:00
25.77,90.1,3.6,10.99,2.6,2022-07-09 17:00:00
25.03,94.36,2.47,9.91,2.22,2022-07-09 18:00:00
24.64,95.75,2.52,10.28,2.31,2022-07-09 19:00:00
24.48,96.37,2.37,9.7,2.2,2022-07-09 20:00:00
24.34,96.78,2.16,9.93,1.99,2022-07-09 21:00:00
24.26,97.01,2.17,11.56,1.98,2022-07-09 22:00:00
24.22,97.22,2.3,12.76,2.07,2022-07-09 23:00:00
24.19,97.37,2.28,12.98,2.09,2022-07-10 00:00:00
24.18,97.44,2.19,13.9,2.04,2022-07-10 01:00:00
24.17,97.59,2.24,17.01,2.07,2022-07-10 02:00:00
24.09,97.78,2.46,17.77,2.29,2022-07-10 04:00:00
24.07,97.86,2.52,14.99,2.33,2022-07-10 05:00:00
24.4,97.47,2.9,14.1,2.42,2022-07-10 06:00:00
25.22,96.1,3.46,8.49,2.27,2022-07-10 07:00:00
26.03,94.49,3.72,9.71,2.44,2022-07-10 08:00:00
27.24,84.1,4.09,8.06,2.83,2022-07-10 16:00:00
26.6,88.0,3.33,10.14,2.56,2022-07-10 17:00:00
25.68,92.41,2.64,9.75,2.45,2022-07-10 18:00:00
25.13,94.44,2.43,6.6,2.35,2022-07-10 19:00:00
24.89,95.25,2.31,3.82,2.23,2022-07-10 20:00:00
24.66,95.97,2.18,3.17,2.12,2022-07-10 21:00:00
24.5,96.35,2.25,4.41,2.19,2022-07-10 22:00:00
24.44,96.4,2.58,7.24,2.44,2022-07-10 23:00:00
24.44,96.22,3.06,9.56,2.77,2022-07-11 00:00:00
24.49,95.75,3.6,10.02,3.12,2022-07-11 01:00:00
24.5,95.13,3.96,9.04,3.35,2022-07-11 02:00:00
24.46,94.26,4.2,9.67,3.52,2022-07-11 03:00:00
24.34,94.02,3.99,12.36,3.44,2022-07-11 04:00:00
24.21,94.16,3.77,17.49,3.3,2022-07-11 05:00:00
27.94,81.07,4.45,18.91,2.93,2022-07-11 13:00:00
27.79,82.58,4.4,15.9,2.91,2022-07-11 14:00:00
27.53,84.2,4.39,17.47,2.95,2022-07-11 15:00:00
27.07,86.63,4.29,13.45,3.01,2022-07-11 16:00:00
26.37,89.45,4.33,7.71,3.24,2022-07-11 17:00:00
25.56,91.88,4.36,6.76,3.46,2022-07-11 18:00:00
25.06,93.19,4.33,8.94,3.44,2022-07-11 19:00:00
24.75,94.15,4.11,13.11,3.28,2022-07-11 20:00:00
24.55,94.66,4.06,15.04,3.25,2022-07-11 21:00:00
24.43,95.04,4.13,14.43,3.28,2022-07-11 22:00:00
24.37,95.25,4.29,11.67,3.34,2022-07-11 23:00:00
24.26,96.26,4.0,11.4,3.06,2022-07-12 00:00:00
24.22,96.71,4.07,16.09,3.12,2022-07-12 01:00:00
24.23,96.72,4.47,18.2,3.37,2022-07-12 02:00:00
24.67,95.69,4.47,12.55,3.0,2022-07-12 07:00:00
25.44,93.78,4.51,14.66,2.93,2022-07-12 08:00:00
23.75,95.8,4.57,15.24,3.51,2022-07-13 04:00:00
23.7,95.8,4.34,13.52,3.41,2022-07-13 05:00:00
23.79,95.53,4.25,12.28,3.29,2022-07-13 06:00:00
24.41,93.95,4.44,1.02,3.08,2022-07-13 07:00:00
25.41,90.64,4.53,1.19,2.94,2022-07-13 08:00:00
27.83,79.9,4.41,0.39,3.06,2022-07-13 16:00:00
27.16,84.38,3.85,0.33,2.93,2022-07-13 17:00:00
26.03,89.63,3.19,0.27,2.91,2022-07-13 18:00:00
25.39,91.89,3.05,0.18,2.87,2022-07-13 19:00:00
25.05,92.97,2.84,0.11,2.7,2022-07-13 20:00:00
24.63,94.36,2.49,0.08,2.39,2022-07-13 21:00:00
24.22,96.0,2.16,0.09,1.95,2022-07-13 22:00:00
24.04,96.81,2.19,0.14,1.9,2022-07-13 23:00:00
23.91,97.68,2.26,0.18,1.93,2022-07-14 00:00:00
23.86,98.12,2.24,0.18,1.91,2022-07-14 01:00:00
23.81,98.37,2.19,0.19,1.92,2022-07-14 02:00:00
23.8,98.4,2.19,0.2,1.98,2022-07-14 03:00:00
23.77,98.47,2.21,0.27,1.99,2022-07-14 04:00:00
23.73,98.52,2.18,0.28,1.95,2022-07-14 05:00:00
24.19,97.48,2.15,0.29,1.89,2022-07-14 06:00:00
25.48,93.92,2.55,7.69,1.58,2022-07-14 07:00:00
26.71,89.93,2.49,10.5,1.56,2022-07-14 08:00:00
27.77,84.84,2.94,11.2,1.9,2022-07-14 09:00:00
28.45,81.29,3.5,8.88,2.28,2022-07-14 10:00:00
28.9,78.43,3.88,7.08,2.53,2022-07-14 11:00:00
29.15,76.6,4.07,3.61,2.66,2022-07-14 12:00:00
29.2,75.93,4.2,2.92,2.74,2022-07-14 13:00:00
29.02,76.93,4.13,2.3,2.7,2022-07-14 14:00:00
28.77,78.97,3.83,2.21,2.55,2022-07-14 15:00:00
28.35,81.97,3.36,2.18,2.31,2022-07-14 16:00:00
27.65,86.38,2.92,2.35,2.17,2022-07-14 17:00:00
26.5,92.54,2.53,2.46,2.3,2022-07-14 18:00:00
25.89,94.68,2.59,3.42,2.37,2022-07-14 19:00:00
25.55,96.0,2.43,3.18,2.23,2022-07-14 20:00:00
25.29,96.83,2.33,3.16,2.14,2022-07-14 21:00:00
25.07,97.39,2.34,3.26,2.15,2022-07-14 22:00:00
24.88,97.79,2.36,4.15,2.16,2022-07-14 23:00:00
24.76,97.9,2.33,4.6,2.14,2022-07-15 00:00:00
24.7,97.79,2.34,5.85,2.16,2022-07-15 01:00:00
24.59,97.88,2.35,4.3,2.17,2022-07-15 02:00:00
24.41,98.0,2.3,4.22,2.12,2022-07-15 03:00:00
24.27,98.11,2.29,4.55,2.09,2022-07-15 04:00:00
